TRAIN,046d33ac58e9a8e1.jpg,Person,0.330625,0.575,,,0.2658465,0.878232
TRAIN,046d33ac58e9a8e1.jpg,Person,0.399375,0.689166667,,,0.3127605,0.81985
TRAIN,046d33ac58e9a8e1.jpg,Person,0.610625,1.0275,,,0.24520425,0.878232
TRAIN,046d33ac58e9a8e1.jpg,Person,0.74125,1.215833333,,,0.32777325,0.829858
TRAIN,046d33ac58e9a8e1.jpg,Person,0.905,1.3325,,,0.4053375,0.666389
TRAIN,04d9537b0ed0393e.jpg,Person,0.369375,0.969867841,,,0.07695167,0.517404
TRAIN,05d9095d6f5e6187.jpg,Person,0.5225,0.975833333,,,0.12375,0.416667
TRAIN,05d9095d6f5e6187.jpg,Person,0.524375,1.039166667,,,0.44375025,0.970833
TRAIN,05d9095d6f5e6187.jpg,Person,0.545,1.303333333,,,0.208125,0.79
TRAIN,05d9095d6f5e6187.jpg,Person,0.646875,1.14,,,0.013125,0.3425
TRAIN,05d9095d6f5e6187.jpg,Person,0.73625,1.291666667,,,0.43250025,0.966667
TRAIN,05d9095d6f5e6187.jpg,Person,0.843125,1.295,,,0.01562475,0.3925
TRAIN,06750bae69daa610.jpg,Person,0.380469,0.510867223,,,0.39287286,0.587891
TRAIN,06750bae69daa610.jpg,Person,0.407031,0.538217651,,,0.399902344,0.616211
TRAIN,06750bae69daa610.jpg,Person,0.422656,0.582173382,,,0.431925724,0.672852
TRAIN,06750bae69daa610.jpg,Person,0.4875,0.638828464,,,0.394434879,0.59668
TRAIN,06750bae69daa610.jpg,Person,0.526563,0.687667888,,,0.40380779,0.607422
TRAIN,06750bae69daa610.jpg,Person,0.575,0.751159639,,,0.415523329,0.645508
TRAIN,06750bae69daa610.jpg,Person,0.589844,0.761904762,,,0.385843377,0.584961
TRAIN,06750bae69daa610.jpg,Person,0.627344,0.835165148,,,0.392091451,0.597656
TRAIN,06e5c7c4619b015a.jpg,Person,0.124514,0.337541148,,,0.312218845,0.9875
TRAIN,07b5522ab731444f.jpg,Person,0.054375,0.357510854,,,0,0.483333
TRAIN,07b5522ab731444f.jpg,Person,0.17375,0.548306802,,,0,0.410185
TRAIN,07f38ec79c6e3018.jpg,Person,0.684375,1.188269419,,,0.081983193,0.645955
TRAIN,07f38ec79c6e3018.jpg,Person,0.580469,1.041642229,,,0.121803602,0.57796
TRAIN,07f38ec79c6e3018.jpg,Person,0.774219,1.345454921,,,0.099941639,0.720985
TRAIN,07f38ec79c6e3018.jpg,Person,0.802344,1.490909466,,,0.106187533,0.837046
TRAIN,07f38ec79c6e3018.jpg,Person,0.865625,1.472141138,,,0.076517869,0.765533
TRAIN,07f38ec79c6e3018.jpg,Person,0.951563,1.50029363,,,0.081983193,0.798359
TRAIN,09209751acf3fbc7.jpg,Person,0.084375,1.367144949,,,0.143284596,0.650094
TRAIN,094a4c96d9fda1c6.jpg,Person,0,0.450038252,,,0.57640592,0.98
TRAIN,094a4c96d9fda1c6.jpg,Person,0.483085,0.461289093,,,0.67653277,0.995625
TRAIN,0b02f7f3482a11eb.jpg,Person,0.255,1.290833333,,,0,0.923333
TRAIN,116d4cec3527050a.jpg,Person,0.28928,0.641601756,,,0.508076922,0.999023
TRAIN,118760c3e5466de2.jpg,Person,0.131293,0.524740781,,,0.207407407,0.89125
TRAIN,12c97abec1936a15.jpg,Person,0.205,0.559166667,,,0.31187475,0.999167
TRAIN,12c97abec1936a15.jpg,Person,0.32625,0.703333333,,,0.41625,0.775833
TRAIN,12c97abec1936a15.jpg,Person,0.3625,0.696666667,,,0.23687475,0.446667
TRAIN,12c97abec1936a15.jpg,Person,0.36375,0.709166667,,,0.316875,0.989167
TRAIN,12c97abec1936a15.jpg,Person,0.496875,0.835833333,,,0.17750025,0.740833
TRAIN,12c97abec1936a15.jpg,Person,0.536875,0.874166667,,,0.31187475,0.580833
TRAIN,12c97abec1936a15.jpg,Person,0.63875,1.105,,,0.204375,0.999167
TRAIN,12c97abec1936a15.jpg,Person,0.79875,1.251666667,,,0.67437525,0.999167
TRAIN,142d47b0a81cbce8.jpg,Person,0.72625,1.530746269,,,0.259844844,0.943914
TRAIN,142d47b0a81cbce8.jpg,Person,0.000625,0.099104478,,,0.252349219,0.791169
TRAIN,142d47b0a81cbce8.jpg,Person,0.0625,0.234029851,,,0.236109047,0.835322
TRAIN,142d47b0a81cbce8.jpg,Person,0.6325,1.382686567,,,0.220493336,0.920048
TRAIN,15cad56fb5b6281a.jpg,Person,0.216875,1.06228739,,,0.271779664,0.969981
TRAIN,15cad56fb5b6281a.jpg,Person,0.3925,0.658768328,,,0,0.062852
